id|idawardtype|winner|category
259894|3637|True|b'national competiton   best original score'
260782|3635|True|b'best musical score'
261150|3635|True|b'best musical score'
261277|3635|True|b'best musical score'
261520|3635|True|b'best musical score'
261574|3635|True|b'best musical score'
261699|3635|True|b'best musical score'
261965|3635|True|b'best musical score'
262059|3635|True|b'best musical score'
262157|3635|True|b'best musical score'
262264|3654|True|b'best score'
262296|3654|True|b'best score'
262308|3654|True|b'best score'
262506|3652|True|b'best film score'
262770|3663|True|b'best original score'
266539|3749|True|b'best film score beste filmmusik'
268454|3769|True|b'best original score'
268543|3769|True|b'best original score'
268630|3769|True|b'best original score in a dvd premiere movie'
268706|3769|True|b'best original score in a dvd premiere movie'
268852|3769|True|b'best original score'
268997|3769|True|b'best original score for a dvd premiere movie'
272012|3843|True|b'best original score'
272115|3843|True|b'best original score'
272219|3843|True|b'best original score'
272337|3843|True|b'best original score'
274840|3874|True|b'best musical score'
274867|3874|True|b'best musical score'
274896|3874|True|b'best musical score'
274955|3874|True|b'best musical score'
274983|3874|True|b'best musical score'
278080|3895|True|b'best musical score'
279166|3909|True|b'best original score'
281803|4007|True|b'best original score'
281829|4007|True|b'best original score'
281924|4007|True|b'best original score'
285184|4055|True|b'best score mejor m\xc3\xbasica'
285191|4055|True|b'best score mejor m\xc3\xbasica'
285202|4055|True|b'best score mejor m\xc3\xbasica'
285232|4055|True|b'best score mejor m\xc3\xbasica'
285252|4055|True|b'best original score mejor m\xc3\xbasica original'
285375|4055|True|b'best original score mejor m\xc3\xbasica original'
285439|4055|True|b'best score mejor m\xc3\xbasica'
285474|4055|True|b'best score mejor m\xc3\xbasica'
285518|4055|True|b'best score mejor m\xc3\xbasica'
285557|4055|True|b'best score mejor m\xc3\xbasica'
285601|4055|True|b'best score mejor m\xc3\xbasica'
285640|4055|True|b'best score mejor m\xc3\xbasica'
285677|4055|True|b'best score mejor m\xc3\xbasica'
285720|4055|True|b'best score mejor m\xc3\xbasica'
285824|4055|True|b'best score mejor m\xc3\xbasica'
285866|4055|True|b'best score mejor m\xc3\xbasica'
285926|4055|True|b'best original score mejor m\xc3\xbasica original'
285976|4055|True|b'best score mejor m\xc3\xbasica'
287535|4078|True|b'best original music score   new breed'
290760|4106|True|b'best original score'
290793|4106|True|b'best original score'
290809|4106|True|b'best score melhor trilha sonora'
290818|4106|True|b'best original score'
290863|4106|True|b'best score melhor trilha sonora'
293505|4156|True|b'best original score'
293525|4156|True|b'best original score'
293600|4156|True|b'best original score'
293632|4156|True|b'best original score'
293694|4156|True|b'best original score'
293753|4156|True|b'best original score'
293775|4156|True|b'best original score'
293819|4156|True|b'best original score'
293864|4156|True|b'best original score'
293971|4156|True|b'best original score'
294027|4156|True|b'best original score'
294085|4156|True|b'best original score'
294208|4156|True|b'best original score'
294292|4156|True|b'best original score'
294517|4156|True|b'best original score'
302223|4205|True|b'best score migliore colonna sonora'
302247|4207|True|b'best score'
302495|4207|True|b'best score'
302568|4207|True|b'best score'
302594|4207|True|b'best score'
302742|4207|True|b'best score'
302806|4207|True|b'best score'
302946|4207|True|b'best score'
303166|4207|True|b'best score'
303306|4205|True|b'best score migliore colonna sonora'
305139|4261|True|b'best musical score'
309180|4303|True|b'best film score   soundtrack'
312601|4346|True|b'best score nai dobur filmova muzika'
312608|4346|True|b'best score nai dobur filmova muzika'
312614|4346|True|b'best score nai dobur filmova muzika'
312633|4346|True|b'best score nai dobur filmova muzika'
312647|4346|True|b'best score nai dobur filmova muzika'
312652|4346|True|b'best score nai dobur filmova muzika'
312759|4346|True|b'best score nai dobur filmova muzika'
313135|4358|True|b'best score'
313209|4359|True|b'best original score'
313930|4373|True|b'best score'
313972|4373|True|b'best score'
314016|4373|True|b'best score'
314504|4373|True|b'best score'
314672|4373|True|b'best score'
314839|4373|True|b'best score'
314947|4373|True|b'best score'
315055|4373|True|b'best score'
315390|4373|True|b'best score'
317535|4401|True|b'best score melhor trilha sonora'
317548|4401|True|b'best score melhor trilha sonora'
317564|4401|True|b'best score melhor trilha sonora'
318112|4422|True|b'best original score'
318131|4422|True|b'best original score'
318151|4422|True|b'best original score'
318170|4422|True|b'best original score'
318190|4422|True|b'best original score'
318731|4420|True|b'best original score'
319086|4435|True|b'best original score'
319490|4458|True|b'best original score'
321577|4485|True|b'best soundtrack score'
321647|4485|True|b'best soundtrack score'
321930|4498|True|b'best original score'
322350|4498|True|b'best original score'
322610|4498|True|b'best original score'
322757|4498|True|b'best original score'
323315|4530|True|b'best score'
323442|4530|True|b'best score'
323452|4530|True|b'best score'
